n_bar,chi_XX_XX_fit,chi_II_XX_abs_fit
3.7718818818818813,0.00864577499253727,0.06845121055513924
3.7918918918918916,0.008717113556166185,0.06872389363971902
3.8119019019019014,0.008788701001570037,0.06899637505604266
3.8319119119119116,0.008860536742275512,0.06926865471998382
3.8519219219219214,0.008932620192497622,0.06954073254796042
3.871931931931931,0.009004950767139721,0.06981260845693459
3.8919419419419414,0.0090775278817935,0.07008428236441257
3.9119519519519512,0.009150350952738981,0.07035575418844488
3.9319619619619615,0.009223419396944536,0.07062702384762627
3.9519719719719713,0.009296732632066863,0.07089809126109556
3.9719819819819815,0.009370290076450995,0.07116895634853591
3.9919919919919913,0.009444091149130314,0.07143961903017461
4.012002002002001,0.009518135269826526,0.07171007922678317
4.032012012012012,0.009592421858949691,0.07198033685967728
4.0520220220220216,0.009666950337598183,0.07225039185071686
4.072032032032031,0.009741720127558733,0.07252024412230597
4.092042042042041,0.009816730651306399,0.07278989359739299
4.112052052052052,0.009891981332004581,0.07305934019947037
4.132062062062062,0.009967471593505011,0.07332858385257486
4.152072072072071,0.010043200860347759,0.07359762448128732
4.172082082082081,0.010119168557761238,0.07386646201073288
4.192092092092092,0.0101953741116622,0.07413509636658085
4.212102102102102,0.010271816948655709,0.07440352747504476
4.2321121121121115,0.0103484964960352,0.07467175526288229
4.252122122122121,0.010425412181782426,0.07493977965739536
4.272132132132132,0.010502563434567484,0.0752076005864301
4.292142142142142,0.010579949683748799,0.0754752179783768
4.3121521521521515,0.010657570359373144,0.07574263176216997
4.332162162162161,0.01073542489217562,0.07600984186728832
4.352172172172172,0.010813512713579675,0.07627684822375481
4.372182182182182,0.010891833255697085,0.0765436507621365
4.392192192192192,0.010970385951327963,0.07681024941354472
4.412202202202201,0.011049170233960771,0.077076644109635
4.432212212212212,0.011128185537772294,0.07734283478260706
4.452222222222222,0.011207431297627657,0.0776088213652048
4.472232232232232,0.011286906949080328,0.07787460379071634
4.4922422422422414,0.01136661192837211,0.07814018199297401
4.512252252252251,0.011446545672433134,0.07840555590635431
4.532262262262262,0.01152670761888189,0.07867072546577797
4.552272272272272,0.01160709720602518,0.07893569060670991
4.5722822822822815,0.011687713872858154,0.07920045126515923
4.592292292292291,0.011768557059064301,0.07946500737767931
4.612302302302302,0.011849626205015451,0.07972935888136762
4.632312312312312,0.011930920751771754,0.07999350571386589
4.652322322322322,0.012012440141081715,0.08025744781336006
4.672332332332331,0.012094183815382166,0.08052118511858022
4.692342342342342,0.012176151217798286,0.08078471756880075
4.712352352352352,0.012258341792143574,0.08104804510384013
4.732362362362362,0.012340754982919883,0.08131116766406109
4.752372372372371,0.012423390235317393,0.08157408519037056
4.772382382382382,0.012506246995214632,0.08183679762421968
4.792392392392392,0.012589324709178444,0.08209930490760377
4.812402402402402,0.012672622824464035,0.08236160698306234
4.8324124124124115,0.012756140789014927,0.08262370379367913
4.852422422422422,0.012839878051463005,0.0828855952830821
4.872432432432432,0.012923834061128457,0.08314728139544335
4.892442442442442,0.013008008268019832,0.0834087620754792
4.9124524524524515,0.013092400122834014,0.08367003726845021
4.932462462462462,0.013177009076956216,0.0839311069201611
4.952472472472472,0.013261834582459992,0.08419197097696077
4.972482482482482,0.013346876092107229,0.08445262938574237
4.992492492492492,0.013432133059348164,0.08471308209394329
5.012502502502502,0.013517604938321359,0.084973329049545
5.032512512512512,0.013603291183853708,0.08523337020107326
5.052522522522522,0.01368919125146046,0.08549320549759798
5.072532532532532,0.01377530459734519,0.08575283488873332
5.092542542542542,0.013861630678399808,0.08601225832463763
5.112552552552552,0.013948168952204562,0.08627147575601342
5.132562562562562,0.01403491887702805,0.08653048713410744
5.152572572572572,0.014121879911827187,0.0867892924107106
5.1725825825825815,0.014209051516247233,0.08704789153815808
5.192592592592592,0.014296433150621795,0.08730628446932921
5.212602602602602,0.0143840242759728,0.08756447115764751
5.232612612612612,0.014471824354010529,0.08782245155708072
5.252622622622622,0.014559832847133582,0.08808022562214082
5.272632632632632,0.01464804921842892,0.08833779330788392
5.292642642642642,0.01473647293167181,0.08859515456991038
5.312652652652652,0.014825103451325887,0.08885230936436472
5.332662662662662,0.014913940242543097,0.08910925764793569
5.352672672672672,0.015002982771163747,0.08936599937785625
5.372682682682682,0.015092230503716459,0.08962253451190352
5.392692692692692,0.015181682907418205,0.08987886300839887
5.412702702702702,0.015271339450174294,0.09013498482620783
5.432712712712712,0.01536119960057837,0.09039089992474017
5.452722722722722,0.015451262827912413,0.09064660826394982
5.472732732732732,0.015541528602146732,0.09090210980433493
5.492742742742742,0.01563199639393999,0.09115740450693785
5.5127527527527524,0.01572266567463918,0.09141249233334511
5.532762762762762,0.015813535916279625,0.0916673732456875
5.552772772772772,0.015904606591584984,0.09192204720663992
5.572782782782782,0.015995877173967273,0.09217651417942155
5.5927927927927925,0.016087347137526832,0.09243077412779577
5.612802802802802,0.016179015957052328,0.09268482701607007
5.632812812812812,0.016270883108020776,0.09293867280909626
5.652822822822822,0.01636294806659753,0.09319231147227025
5.672832832832833,0.016455210309636287,0.09344574297153223
5.692842842842842,0.016547669314679055,0.09369896727336653
5.712852852852852,0.0166403245599562,0.0939519843448017
5.732862862862862,0.01673317552438643,0.09420479415341053
5.752872872872873,0.016826221687576776,0.09445739666730996
5.772882882882882,0.01691946252982261,0.09470979185516112
5.792892892892892,0.01701289753210764,0.09496197968616937
5.812902902902902,0.017106526176103917,0.09521396013008433
5.832912912912912,0.017200347944171822,0.0954657331571997
5.8529229229229225,0.017294362319360088,0.09571729873835345
5.872932932932932,0.01738856878540576,0.09596865684492777
5.892942942942942,0.01748296682673424,0.09621980744884898
5.912952952952952,0.01757755592845925,0.09647075052258766
5.9329629629629625,0.01767233557638288,0.09672148603915857
5.952972972972972,0.01776730525699552,0.0969720139721207
5.972982982982982,0.017862464457475916,0.09722233429557717
5.992992992992992,0.017957812665691148,0.09747244698417534
6.013003003003003,0.01805334937019665,0.09772235201310682
6.033013013013012,0.01814907406023615,0.09797204935810734
6.053023023023022,0.01824498622574176,0.09822153899545687
6.073033033033032,0.018341085357333902,0.09847082090197959
6.093043043043043,0.018437370946321346,0.09871989505504386
6.1130530530530525,0.018533842484701194,0.09896876143256227
6.133063063063062,0.018630499465158875,0.09921742001299153
6.153073073073072,0.018727341381068182,0.09946587077533264
6.173083083083083,0.018824367726491223,0.09971411369913077
6.1930930930930925,0.018921577996178444,0.0999621487644753
6.213103103103102,0.01901897168556864,0.1002099759519998
6.233113113113112,0.01911654829078893,0.10045759524288203
6.253123123123123,0.019214307308654796,0.10070500661884399
6.273133133133133,0.01931224823667001,0.1009522100621518
6.293143143143142,0.019410370573026726,0.10119920555561586
6.313153153153152,0.01950867381660541,0.10144599308259075
6.333163163163163,0.01960715746697488,0.10169257262697524
6.353173173173173,0.019705821024392275,0.10193894417321231
6.373183183183182,0.01980466398980308,0.10218510770628914
6.393193193193192,0.019903685864841127,0.10243106321173706
6.413203203203203,0.020002886151828575,0.1026768106756317
6.433213213213213,0.020102264353775906,0.10292235008459281
6.4532232232232225,0.020201819974381956,0.10316768142578439
